review,label
".hokey art house pretension",neg
".a weak and ineffective ghost story without a conclusion or pay off",neg
"gussied up with so many distracting special effects and visual party tricks that it's not clear whether we're supposed to shriek or laugh",neg
"plodding , poorly written , murky and weakly acted , the picture feels as if everyone making it lost their movie mojo",neg
"this is a fudged opportunity of gigantic proportions -- a lunar mission with no signs of life",neg
"a baffling subplot involving smuggling drugs inside danish cows falls flat , and if you're going to alter the bard's ending , you'd better have a good alternative",neg
"soderbergh seems capable only of delivering artfully lighted , earnest inquiries that lack the kind of genuine depth that would make them redeemable",neg
"the only thing that distinguishes a randall wallace film from any other is the fact that there is nothing distinguishing in a randall wallace film",neg
"silly stuff , all mixed up together like a term paper from a kid who can't quite distinguish one sci-fi work from another",neg
"there is so much plodding sensitivity",neg
"the town has kind of an authentic feel , but each one of these people stand out and everybody else is in the background and it just seems manufactured to me and artificial",neg
".too sappy for its own good",neg
"circuit queens won't learn a thing , they'll be too busy cursing the film's strategically placed white sheets",neg
"as an actress , madonna is one helluva singeras the mediterranean sparkles , 'swept away' sinks",neg
"every so often a film comes along that is so insanely stupid , so awful in so many ways that watching it leaves you giddyhalf past dead is just such an achievement",neg
"expanded to 65 minutes for theatrical release , it still feels somewhat unfinished",neg
"it all looks and plays like a $40 million version of a game you're more likely to enjoy on a computer",neg
"[javier bardem is] one of the few reasons to watch the film , which director gerardo vera has drenched in swoony music and fever-pitched melodrama",neg
"feels shrill , simple and soapy",neg
"adults , other than the parents.will be hard pressed to succumb to the call of the wild",neg
"brady achieves the remarkable feat of squandering a topnotch foursome of actors.by shoving them into every clichéd white-trash situation imaginable",neg
"in the name of an allegedly inspiring and easily marketable flick , the emperor's club turns a blind eye to the very history it pretends to teach",neg
"no amount of blood and disintegrating vampire cadavers can obscure this movie's lack of ideas",neg
"a direct-to-void release , heading nowhere",neg
"typical animé , with cheapo animation ( like saturday morning tv in the '60s ) , a complex sword-and-sorcery plot and characters who all have big round eyes and japanese names",neg
"below is well below expectations",neg
"at no point during k-19 : the widowmaker did this viewer feel enveloped in a story that , though meant to be universal in its themes of loyalty , courage and dedication to a common goal , never seems to leave the lot",neg
".standard guns versus martial arts cliche with little new added",neg
"empire can't make up its mind whether it wants to be a gangster flick or an art filmit doesn't work as either",neg
"given the fact that virtually no one is bound to show up at theatres for it , the project should have been made for the tube",neg
"possession is in the end an honorable , interesting failureit falls far short of poetry , but it's not bad prose",neg
"jonathan parker's bartleby should have been the be-all-end-all of the modern-office anomie films",neg
"there may have been a good film in  trouble every day ,  but it is not what is on the screen",neg
"unfortunately , carvey's rubber-face routine is no match for the insipid script he has crafted with harris goldberg",neg
"viewed as a comedy , a romance , a fairy tale , or a drama , there's nothing remotely triumphant about this motion picture",neg
"there's something unintentionally comic in the film's drumbeat about authenticity , given the stale plot and pornographic way the film revels in swank apartments , clothes and parties",neg
"the master of disguise is funny--not  ha ha  funny ,  dead circus performer  funnyand for all the wrong reasons besides",neg
"a zippy 96 minutes of mediocre special effects , hoary dialogue , fluxing accents , and -- worst of all -- silly-looking morlocks",neg
"a 75-minute sample of puerile rubbish that is listless , witless , and devoid of anything resembling humor",neg
"you leave feeling like you've endured a long workout without your pulse ever racing",neg
"the waterlogged script plumbs uncharted depths of stupidity , incoherence and sub-sophomoric sexual banter",neg
"with mcconaughey in an entirely irony-free zone and bale reduced mainly to batting his sensitive eyelids , there's not enough intelligence , wit or innovation on the screen to attract and sustain an older crowd",neg
"it's the type of stunt the academy loves : a powerful political message stuffed into an otherwise mediocre film",neg
"in theory , a middle-aged romance pairing clayburgh and tambor sounds promising , but in practice it's something else altogether -- clownish and offensive and nothing at all like real life",neg
"so mind-numbingly awful that you hope britney won't do it one more time , as far as movies are concerned",neg
"the images are usually abbreviated in favor of mushy obviousness and telegraphed pathos , particularly where whitaker's misfit artist is concerned",neg
"if welles was unhappy at the prospect of the human race splitting in two , he probably wouldn't be too crazy with his great-grandson's movie splitting up in pretty much the same way",neg
"sets animation back 30 years , musicals back 40 years and judaism back at least 50",neg
"weirdly , broomfield has compelling new material but he doesn't unveil it until the end , after endless scenes of him wheedling reluctant witnesses and pointing his camera through the smeared windshield of his rental car",neg
"might best be enjoyed as a daytime soaper",neg
"eventually arrives at its heart , as simple self-reflection meditation",neg
"a showcase for both the scenic splendor of the mountains and for legendary actor michel serrault , the film is less successful on other levels",neg
"boy oh boy , it's a howler",neg
"a few pieces of the film buzz and whir ; very little of it actually clicksthe thing just never gets off the ground",neg
".contains very few laughs and even less surprises",neg
"the actors must indeed be good to recite some of this laughable dialogue with a straight face",neg
"most of the storylines feel like time fillers between surf shotsthe movie isn't horrible , but you can see mediocre cresting on the next wave",neg
"however stale the material , lawrence's delivery remains perfect ; his great gift is that he can actually trick you into thinking some of this worn-out , pandering palaver is actually funny",neg
"there's nothing remotely topical or sexy here",neg
"the tuxedo wasn't just bad ; it was , as my friend david cross would call it , 'hungry-man portions of bad'",neg
"blue crush is so prolonged and boring it isn't even close to being the barn-burningly bad movie it promised it would be",neg
"the sequel plays out like a flimsy excuse to give blade fans another look at wesley snipes' iconic hero doing battle with dozens of bad guys -- at once",neg
"while van wilder may not be the worst national lampoon film , it's far from being this generation's animal house",neg
"so devoid of pleasure or sensuality that it cannot even be dubbed hedonistic",neg
"reeks of rot and hack work from start to finish",neg
"an exhausting family drama about a porcelain empire and just as hard a flick as its subject matter",neg
"woody allen has really found his groove these daysthe problem is that it is one that allows him to churn out one mediocre movie after another",neg
"the bland outweighs the nifty , and cletis tout never becomes the clever crime comedy it thinks it is",neg
"it's such a mechanical endeavor [that] it never bothers to question why somebody might devote time to see it",neg
"the art direction is often exquisite , and the anthropomorphic animal characters are beautifully realized through clever makeup design , leaving one to hope that the eventual dvd release will offer subtitles and the original italian-language soundtrack",neg
" if the predictability of bland comfort food appeals to you , then the film is a pleasant enough dish",neg
"ultimately , in the history of the academy , people may be wondering what all that jazz was about  chicago  in 2002zellweger's whiny pouty-lipped poof faced and spindly attempt at playing an ingenue makes her nomination as best actress even more of a an a",neg
"a seriously bad film with seriously warped logic by writer-director kurt wimmer at the screenplay level",neg
"a pleasant and engaging enough sit , but in trying to have the best of both worlds it ends up falling short as a whole",neg
"its plot and animation offer daytime tv serviceability , but little more",neg
"a tired , unimaginative and derivative variation of that already-shallow genre",neg
"human nature , in short , isn't nearly as funny as it thinks it is ; neither is it as smart",neg
"a film with a great premise but only a great premise",neg
"instead of building to a laugh riot we are left with a handful of disparate funny moments of no real consequence",neg
"kirshner and monroe seem to be in a contest to see who can out-bad-act the other( kirshner wins , but it's close)",neg
"a lame romantic comedy about an unsympathetic character and someone who would not likely be so stupid as to get involved with her",neg
"what started out as a taut contest of wills between bacon and theron , deteriorates into a protracted and borderline silly chase sequence",neg
"[sam's] self-flagellation is more depressing than entertaining",neg
"an ugly , pointless , stupid movie",neg
"simply put , there should have been a more compelling excuse to pair susan sarandon and goldie hawn",neg
"the master of disguise represents adam sandler's latest attempt to dumb down the universe",neg
"this is an ungainly movie , ill-fitting , with its elbows sticking out where the knees should be",neg
"too silly to take seriously",neg
"obvious",neg
"the inevitable double- and triple-crosses arise , but the only drama is in waiting to hear how john malkovich's reedy consigliere will pronounce his next line",neg
"everything's serious , poetic , earnest and -- sadly -- dull",neg
"i like itno , i hate itno , i love it.hell , i dunno",neg
"this mess of a movie is nothing short of a travesty of a transvestite comedy",neg
"it's clotted with heavy-handed symbolism , dime-store psychology and endless scenic shots that make 105 minutes seem twice as long",neg
"a fifty car pileup of cliches",neg
"it's a stale , overused cocktail using the same olives since 1962 as garnishnot only is entry number twenty the worst of the brosnan bunch , it's one of the worst of the entire franchise",neg
"what ultimately makes windtalkers a disappointment is the superficial way it deals with its story",neg
"as an actor's showcase , hart's war has much to recommend it , even if the top-billed willis is not the most impressive playeras a story of dramatic enlightenment , the screenplay by billy ray and terry george leaves something to be desired",neg
"a non-britney person might survive a screening with little harm done , except maybe for the last 15 minutes , which are as maudlin as any after-school special you can imagine",neg
"it's not hatefulit's simply stupid , irrelevant and deeply , truly , bottomlessly cynical",neg
"possibly not since grumpy old men have i heard a film so solidly connect with one demographic while striking out with another",neg
"the drama was so uninspiring that even a story immersed in love , lust , and sin couldn't keep my attention",neg
"a rather tired exercise in nostalgia",neg
"the misery of these people becomes just another voyeuristic spectacle , to be consumed and forgotten",neg
"some body often looks like an episode of the tv show blind date , only less technically proficient and without the pop-up comments",neg
"bad company has one of the most moronic screenplays of the year , full of holes that will be obvious even to those who aren't looking for them",neg
"predecessors the mummy and the mummy returns stand as intellectual masterpieces next to the scorpion king",neg
"a markedly inactive film , city is conversational bordering on confessional",neg
"while kids will probably eat the whole thing up , most adults will be way ahead of the plot",neg
"its one-sidedness.flirts with propaganda",neg
"despite an impressive roster of stars and direction from kathryn bigelow , the weight of water is oppressively heavy",neg
"we've liked klein's other work but rollerball left us cold",neg
"they were afraid to show this movie to reviewers before its opening , afraid of the bad reviews they thought they'd earnthey were right",neg
"it would be churlish to begrudge anyone for receiving whatever consolation that can be found in dragonfly , yet it is impossible to find the film anything but appalling , shamelessly manipulative and contrived , and totally lacking in conviction",neg
"offers no new insight on the matter , nor do its characters exactly spring to life",neg
"nohe has made a decent 'intro' documentary , but he feels like a spectator and not a participant",neg
"apparently designed as a reverie about memory and regret , but the only thing you'll regret is remembering the experience of sitting through it",neg
"a 94-minute travesty of unparalleled proportions , writer-director parker seems to go out of his way to turn the legendary wit's classic mistaken identity farce into brutally labored and unfunny hokum",neg
"guy gets girl , guy loses girl , audience falls asleep",neg
"too ordinary to restore [harmon] to prominence , despite some creepy scenes that evoke childish night terrors , and a praiseworthy attempt to generate suspense rather than gross out the audience",neg
"stirs potentially enticing ingredients into an uneasy blend of ghost and close encounters of the third kind",neg
"the weird thing about the santa clause 2 , purportedly a children's movie , is that there is nothing in it to engage children emotionally",neg
"it's pretentious in a way that verges on the amateurish",neg
"contains the humor , characterization , poignancy , and intelligence of a bad sitcom",neg
"it doesn't matter that the film is less than 90 minutesit still feels like a prison stretch",neg
"partly a schmaltzy , by-the-numbers romantic comedy , partly a shallow rumination on the emptiness of success -- and entirely soulless",neg
"ong chooses to present ah na's life as a slight , weightless fairy tale , whose most unpleasant details seem to melt away in the face of the character's blank-faced optimism",neg
"the overall feel is not unlike watching a glorified episode of  7th heaven",neg
"just a kiss is a just a waste",neg
".this isn't even a movie we can enjoy as mild escapism ; it is one in which fear and frustration are provoked to intolerable levels",neg
"frankly , it's kind of insulting , both to men and womenand it's not that funny -- which is just generally insulting",neg
"as if drop dead gorgeous wasn't enough , this equally derisive clunker is fixated on the spectacle of small-town competition",neg
"a wretched movie that reduces the second world war to one man's quest to find an old flame",neg
"this is a remake by the numbers , linking a halfwit plot to a series of standup routines in which wilson and murphy show how funny they could have been in a more ambitious movie",neg
"it's better than mid-range steven seagal , but not as sharp as jet li on rollerblades",neg
"no dia em que aceitou dirigir esta continuação , harold ramis deve ter saído da cama com o pé esquerdoe aqueles que decidiram assistir a este filme também",neg
"there's a reason why halftime is only fifteen minutes long",neg
"the talk-heavy film plays like one of robert altman's lesser works",neg
"as happily glib and vicious as its characters",neg
"one of those films that started with a great premise and then just fell apart",neg
".a pretentious mess.",neg
"no better or worse than 'truth or consequences , nm' or any other interchangeable actioner with imbecilic mafia toolbags botching a routine assignment in a western backwater",neg
"a sour attempt at making a farrelly brothers-style , down-and-dirty laugher for the female set",neg
"[macdowell] ventures beyond her abilities several times here and reveals how bad an actress she is",neg
"i can imagine this movie as a b&w british comedy , circa 1960 , with peter sellers , kenneth williams , et al, but at this time , with this cast , this movie is hopeless",neg
"talky , artificial and opaque.an interesting technical exercise , but a tedious picture",neg
"kurys never shows why , of all the period's volatile romantic lives , sand and musset are worth particular attention",neg
"almost nothing else -- raunchy and graphic as it may be in presentation -- is one-sided , outwardly sexist or mean-spiritedand in a sense , that's a liability",neg
"it's easy to love robin tunney -- she's pretty and she can act -- but it gets harder and harder to understand her choices",neg
"if you've got a house full of tots -- don't worry , this will be on video long before they grow up and you can wait till then",neg
"the new film of anton chekhov's the cherry orchard puts the 'ick' in 'classic'",neg
"has an uppity musical beat that you can dance to , but its energy can't compare to the wit , humor and snappy dialogue of the originalif i want music , i'll buy the soundtrackif i want a real movie , i'll buy the criterion dvd",neg
"an unremarkable , modern action/comedy buddy movie whose only nod to nostalgia is in the title",neg
"has all the right elements but completely fails to gel together",neg
"writer-director stephen gaghan has made the near-fatal mistake of being what the english call 'too clever by half'",neg
"seagal ran out of movies years ago , and this is just the proof",neg
"the movie is so contrived , nonsensical and formulaic that , come to think of it , the day-old shelf would be a more appropriate location to store it",neg
"an awkwardly garish showcase that diverges from anything remotely probing or penetrating",neg
"the name says it alljackass is a vulgar and cheap-looking version of candid camera staged for the marquis de sade set",neg
"children , christian or otherwise , deserve to hear the full story of jonah's despair -- in all its agonizing , catch-22 glory -- even if they spend years trying to comprehend it",neg
"pleasant but not more than recycled jock piffle",neg
".the kind of movie you see because the theater has air conditioning",neg
"with zoe clarke-williams's lackluster thriller  new best friend  , who needs enemiesjust another generic drama that has nothing going for it other than its exploitive array of obligatory cheap thrills",neg
"hip-hop prison thriller of stupefying absurdity",neg
"an uneven mix of dark satire and childhood awakening",neg
"aside from showing us in explicit detail how difficult it is to win over the two-drink-minimum crowd , there's little to be learned from watching 'comedian'",neg
"a perfectly acceptable , perfectly bland , competently acted but by no means scary horror movie",neg
"the film would have been more enjoyable had the balance shifted in favor of water-bound action over the land-based 'drama , ' but the emphasis on the latter leaves blue crush waterlogged",neg
"the problem is the needlessly poor quality of its archival prints and film footagethe images lack contrast , are murky and are frequently too dark to be decipherable",neg
"like a soft drink that's been sitting open too long : it's too much syrup and not enough fizz",neg
"as the movie dragged on , i thought i heard a mysterious voice , and felt myself powerfully drawn toward the light -- the light of the exit signi have returned from the beyond to warn you : this movie is 90 minutes long , and life is too short",neg
"there are some fairly unsettling scenes , but they never succeed in really rattling the viewer",neg
"the emperor's club is one of those films that possesses all the good intentions in the world , but.",neg
"in the end , the weight of water comes to resemble the kind of soft-core twaddle you'd expect to see on showtime's 'red shoe diaries'",neg
"a straight-ahead thriller that never rises above superficiality",neg
"glizty but formulaic and silly.cagney's 'top of the world' has been replaced by the bottom of the barrel",neg
"the re- enactments , however fascinating they may be as history , are too crude to serve the work especially well",neg
"eisenstein lacks considerable brio for a film about one of cinema's directorial giants",neg
"is anyone else out there getting tired of the whole slo-mo , double-pistoled , ballistic-pyrotechnic hong kong action aesthetic",neg
"once again , director chris columbus takes a hat-in-hand approach to rowling that stifles creativity and allows the film to drag on for nearly three hours",neg
"serving sara is little more than a mall movie designed to kill time",neg
"too smart to ignore but a little too smugly superior to like , this could be a movie that ends up slapping its target audience in the face by shooting itself in the foot",neg
"a well-made but emotionally scattered film whose hero gives his heart only to the dog",neg
"the most repugnant adaptation of a classic text since roland joffé and demi moore's the scarlet letter",neg
"the isolated moments of creative insanity finally are lost in the thin soup of canned humor",neg
"as a movie , it never seems fresh and vitalit never plays as dramatic even when dramatic things happen to peopleit labours as storytelling",neg
"the adventures of pluto nash is a whole lot of nada",neg
"a really good premise is frittered away in middle-of-the-road blandness",neg
"lawrence should stick to his day jobhe's a better actor than a standup comedian",neg
"despite the fact that this film wasn't as bad as i thought it was going to be , it's still not a good movie",neg
"a well made indieflick in need of some trims and a more chemistry between its stars",neg
"i never thought i'd say this , but i'd much rather watch teens poking their genitals into fruit pies",neg
"a film neither bitter nor sweet , neither romantic nor comedic , neither warm nor fuzzy",neg
"tiresomely derivative and hammily acted",neg
"we never truly come to care about the main characters and whether or not they'll wind up together , and michele's spiritual quest is neither amusing nor dramatic enough to sustain interest",neg
"the plot grows thin soon , and you find yourself praying for a quick resolution",neg
"too bad maggio couldn't come up with a better script",neg
"much of the cast is stiff or just plain bad",neg
"rice is too pedestrian a filmmaker to bring any edge or personality to the rising place that would set it apart from other deep south stories",neg
"at best , cletis tout might inspire a trip to the video store -- in search of a better movie experience",neg
"witless , pointless , tasteless and idiotic",neg
"not really a thriller so much as a movie for teens to laugh , groan and hiss at",neg
"as plain and pedestrian as catsup--",neg
"an improvement on the feeble examples of big-screen poke-mania that have preceded it",neg
"i know we're not supposed to take it seriously , but i can't shake the thought that undercover brother missed an opportunity to strongly present some profound social commentary",neg
"your stomach for heaven depends largely on your appetite for canned corn",neg
"a picture as erratic as its central character",neg
"whatever satire lucky break was aiming for , it certainly got lost in the  soon-to-be-forgettable  section of the quirky rip-off prison romp pileit's petty thievery like this that puts flimsy flicks like this behind bars",neg
"the package in which this fascinating -- and timely -- content comes wrapped is disappointingly generic",neg
"guys say mean things and shoot a lot of bulletssome of the characters die and others don't , and the film pretends that those living have learned some sort of lesson , and , really , nobody in the viewing audience cares",neg
"wildly incompetent but brilliantly named half past dead -- or for seagal pessimists : totally past his prime",neg
"just another combination of bad animation and mindless violence.lacking the slightest bit of wit or charm",neg
"all the movie's narrative gymnastics can't disguise the fact that it's inauthentic at its core and that its story just isn't worth telling",neg
"much like its easily dismissive take on the upscale lifestyle , there isn't much there here",neg
"the film ultimately offers nothing more than people in an urban jungle needing other people to survive.",neg
"for all its shoot-outs , fistfights , and car chases , this movie is a phlegmatic bore , so tedious it makes the silly spy vsspy film the sum of all fears , starring ben affleck , seem downright hitchcockian",neg
"this mild-mannered farce , directed by one of its writers , john cwalsh , is corny in a way that bespeaks an expiration date passed a long time ago",neg
"[a] rather thinly-conceived movie",neg
"a bit too eager to please",neg
"you'd be hard put to find a movie character more unattractive or odorous [than leon]",neg
"kapur's contradictory feelings about his material result in a movie that works against itself",neg
"  the road paved with good intentions leads to the video store ",neg
"animated drivel meant to enhance the self-image of drooling idiots",neg
"so-so entertainment",neg
"one scene after another in this supposedly funny movie falls to the floor with a sickening thud",neg
"'the château is never quite able to overcome the cultural moat surrounding its ludicrous and contrived plot'",neg
"meyjes focuses too much on max when he should be filling the screen with this tortured , dull artist and monster-in-the- making",neg
"jacobi , the most fluent of actors , is given relatively dry material from nijinsky's writings to perform , and the visuals , even erotically frank ones , become dullingly repetitive",neg
"crudup's screen presence is the one thing that holds interest in the midst of a mushy , existential exploration of why men leave their families",neg
"there is one surefire way to get a nomination for a best-foreign-film oscar : make a movie about whimsical folk who learn a nonchallenging , life-affirming lesson while walking around a foreign city with stunning architecture",neg
"despite terrific special effects and funnier gags , harry potter and the chamber of secrets finds a way to make jkrowling's marvelous series into a deadly bore",neg
"an incredibly narrow in-joke targeted to the tiniest segment of an already obscure demographic",neg
"the only thing i laughed at were the people who paid to see it",neg
"all of the elements are in place for a great film noir , but director george hickenlooper's approach to the material is too upbeat",neg
"the hackneyed story about an affluent damsel in distress who decides to fight her bully of a husband is simply too overdone",neg
"the phone rings and a voice tells you you've got seven days left to livethen you get another phone call warning you that if the video isn't back at blockbuster before midnight , you're going to face frightening late feesok, not really",neg
"possibly the most irresponsible picture ever released by a major film studio",neg
"the film's overall mood and focus is interesting but constantly unfulfilling",neg
".a cheap , ludicrous attempt at serious horror",neg
"those of you who are not an eighth grade girl will most likely doze off during this one",neg
"punitively affirmational parable",neg
"befuddled in its characterizations as it begins to seem as long as the two year affair which is its subject",neg
"from beginning to end , this overheated melodrama plays like a student film",neg
"the movie would seem less of a trifle if mssugarman followed through on her defiance of the saccharine",neg
"it's just not very smart",neg
"like the excruciating end of days , collateral damage presents schwarzenegger as a tragic figure , but sympathy really belongs with any viewer forced to watch him try out so many complicated facial expressions",neg
"imagine ( if possible ) a pasolini film without passion or politics , or an almodovar movie without beauty or humor , and you have some idea of the glum , numb experience of watching o fantasma",neg
"in trying to be daring and original , it comes off as only occasionally satirical and never fresh",neg
"90 punitive minutes of eardrum-dicing gunplay , screeching-metal smashups , and flaccid odd-couple sniping",neg
"sadly , though many of the actors throw off a spark or two when they first appear , they can't generate enough heat in this cold vacuum of a comedy to start a reaction",neg
"never capitalizes on this concept and opts for the breezy and amateurish feel of an after school special on the subject of tolerance",neg
"after a while , hoffman's quirks and mannerisms , particularly his penchant for tearing up on cue -- things that seem so real in small doses -- become annoying and artificial",neg
"this wretchedly unfunny wannabe comedy is inane and awful - no doubt , it's the worst movie i've seen this summer",neg
"it's drabit's uninterestingit squanders chan's uniqueness ; it could even be said to squander jennifer love hewitt",neg
"the movie keeps coming back to the achingly unfunny phonce and his several silly subplots",neg
"this tale has been told and retold ; the races and rackets change , but the song remains the same",neg
"a surprisingly flat retread , hobbled by half-baked setups and sluggish pacing",neg
"forget the psychology 101 study of romantic obsession and just watch the procession of costumes in castles and this won't seem like such a bore",neg
"a film that should be relegated to a dark video store corner is somehow making its way instead to theatersit's hard to imagine acting that could be any flatter",neg
"new ways of describing badness need to be invented to describe exactly how bad it is",neg
"lots of effort and intelligence are on display but in execution it is all awkward , static , and lifeless rumblings",neg
"when cowering and begging at the feet a scruffy giannini , madonna gives her best performance since abel ferrara had her beaten to a pulp in his dangerous game",neg
"i suspect that there are more interesting ways of dealing with the subject",neg
"decent but dull",neg
"the film itself is about something very interesting and odd that would probably work better as a real documentary without the insinuation of mediocre acting or a fairly trite narrative",neg
"an unintentional parody of every teen movie made in the last five years",neg
"only for young children , if themtheir parents would do well to cram earplugs in their ears and put pillowcases over their heads for 87 minutes",neg
"for all its violence , the movie is remarkably dull with only caine making much of an impression",neg
"no matter how firmly director john stainton has his tongue in his cheek , the fact remains that a wacky concept does not a movie make",neg
"a sub-formulaic slap in the face to seasonal cheer",neg
"the action is reasonably well-done.yet story , character and comedy bits are too ragged to ever fit smoothly together",neg
"several uninteresting , unlikeable people do bad things to and with each other in  unfaithful why anyone who is not a character in this movie should care is beyond me",neg
"thin period piece",neg
"hill looks to be going through the motions , beginning with the pale script",neg
"howard conjures the past via surrealist flourishes so overwrought you'd swear he just stepped out of a buñuel retrospective",neg
"the best thing that can be said of the picture is that it does have a few cute moments",neg
"it's not a bad premise , just a bad movie",neg
"an already thin story boils down to surviving invaders seeking an existent anti-virusif only there were one for this kind of movie",neg
"by the time the surprise ending is revealed , interest cannot be revived",neg
"the heedless impetuousness of youth is on full , irritating display in [this] meandering and pointless french coming-of-age import from writer-director anne-sophie birot",neg
"a peculiar misfire that even tunney can't save",neg
"watching queen of the damned is like reading a research paper , with special effects tossed in",neg
"i can't remember the last time i saw worse stunt editing or cheaper action movie production values than in extreme ops",neg
"too much of nemesis has a tired , talky feel",neg
"i felt trapped and with no obvious escape for the entire 100 minutes",neg
"when mrhundert tells us in his narration that 'this is a story without surprises , ' we nod in agreement",neg
"leaves us wondering less about its ideas and more about its characterization of hitler and the contrived nature of its provocative conclusion",neg
"it is that rare combination of bad writing , bad direction and bad acting -- the trifecta of badness",neg
"each scene wreaks of routine ; the film never manages to generate a single threat of suspense",neg
"a soulless jumble of ineptly assembled cliches and pabulum that plays like a 95-minute commercial for nba properties",neg
"borstal boy represents the worst kind of filmmaking , the kind that pretends to be passionate and truthful but is really frustratingly timid and soggy",neg
"the film's lack of personality permeates all its aspects — from the tv movie-esque , affected child acting to the dullest irish pub scenes ever filmed",neg
"works on the whodunit level as its larger themes get lost in the murk of its own making",neg
"crush could be the worst film a man has made about women since valley of the dolls",neg
"4ever has the same sledgehammer appeal as pokemon videos , but it breathes more on the big screen and induces headaches more slowly",neg
"feels like the work of someone who may indeed have finally aged past his prime.and , perhaps more than he realizes , just wants to be liked by the people who can still give him work",neg
"trailer park magnolia : too long , too cutesy , too sure of its own importance , and possessed of that peculiar tension of being too dense & about nothing at all",neg
"[a] stuporously solemn film",neg
"viewers of barney's crushingly self-indulgent spectacle will see nothing in it to match the ordeal of sitting through it",neg
".its stupidities wind up sticking in one's mind a lot more than the cool bits",neg
"sayles.once again strands his superb performers in the same old story",neg
"the piano teacher , like its title character , is repellantly out of control",neg
"i have to admit i walked out of runteldati did go back and check out the last 10 minutes , but these were more repulsive than the first 30 or 40 minutes",neg
"the filmmakers lack the nerve.to fully exploit the script's potential for sick humor",neg
"the film wasn't preachy , but it was feminism by the book",neg
".the same tired old gags , modernized for the extreme sports generationthere's already been too many of these films.",neg
"several of steven soderbergh's earlier films were hailed as the works of an artistsadly , full frontal plays like the work of a dilettante",neg
"clockstoppers is one of those crazy , mixed-up films that doesn't know what it wants to be when it grows up",neg
"although bright , well-acted and thought-provoking , tuck everlasting suffers from a laconic pace and a lack of traditional action",neg
"'the war of the roses , ' trailer-trash styleentertaining but like shooting fish in a barrel",neg
"supposedly , pokemon can't be killed , but pokemon 4ever practically assures that the pocket monster movie franchise is nearly ready to keel over",neg
"white hasn't developed characters so much as caricatures , one-dimensional buffoons that get him a few laughs but nothing else",neg
"when you resurrect a dead man , hard copy should come a-knocking , no",neg
"cattaneo should have followed the runaway success of his first film , the full monty , with something different",neg
"the film feels formulaic , its plot and pacing typical hollywood war-movie stuff , while the performances elicit more of a sense of deja vu than awe",neg
"this overproduced piece of dreck is shockingly bad and absolutely unnecessaryhmmm…might i suggest that the wayward wooden one end it all by stuffing himself into an electric pencil sharpener",neg
"the makers of mothman prophecies succeed in producing that most frightening of all movies -- a mediocre horror film too bad to be good and too good to be bad",neg
"mrdeeds is not really a film as much as it is a loose collection of not-so-funny gags , scattered moments of lazy humor",neg
"how this one escaped the lifetime network i'll never know",neg
"couldn't someone take rob schneider and have him switch bodies with a funny person",neg
"one of these days hollywood will come up with an original idea for a teen movie , but until then there's always these rehashes to feed to the younger generations",neg
"for all its brilliant touches , dragon loses its fire midway , nearly flickering out by its perfunctory conclusion",neg
"i have to admit that i am baffled by jason x",neg
"a mean-spirited film made by someone who surely read the catcher in the rye but clearly suffers from dyslexia",neg
"instead of a witty expose on the banality and hypocrisy of too much kid-vid , we get an ugly , mean-spirited lashing out by an adult who's apparently been forced by his kids to watch too many barney videos",neg
"this is a film living far too much in its own head",neg
"the umpteenth summer skinny dip in jerry bruckheimer's putrid pond of retread action twaddle",neg
"national lampoon's van wilder may aim to be the next animal house , but it more closely resembles this year's version of tomcats",neg
"the film thrusts the inchoate but already eldritch christian right propaganda machine into national media circles",neg
"dogtown is hollow , self-indulgent , and - worst of all - boring",neg
"a movie so bad that it quickly enters the pantheon of wreckage that includes battlefield earth and showgirls",neg
"more of a career curio than a major work",neg
"it's just too bad the screenwriters eventually shoot themselves in the feet with cop flick cliches like an oily arms dealer , squad car pile-ups and the requisite screaming captain",neg
"cox is far more concerned with aggrandizing madness , not the man , and the results might drive you crazy",neg
"to be influenced chiefly by humanity's greatest shame , reality shows -- reality shows for god's sake-- is a crime that should be punishable by chainsaw",neg
"taken as a whole , the tuxedo doesn't add up to a whole lot",neg
"as we have come to learn -- as many times as we have fingers to count on -- jason is a killer who doesn't know the meaning of the word 'quit' the filmmakers might want to look it up",neg
"a frustrating 'tweener' -- too slick , contrived and exploitative for the art houses and too cynical , small and decadent for the malls",neg
"what's surprising about this traditional thriller , moderately successful but not completely satisfying , is exactly how genteel and unsurprising the execution turns out to be",neg
"drowning's too good for this sucker",neg
"an instantly forgettable snow-and-stuntwork extravaganza that likely will be upstaged by an avalanche of more appealing holiday-season product",neg
"frankly , it's pretty stupidi had more fun with ben stiller's zoolander , which i thought was rather cleverbut there's plenty to offend everyone.",neg
"love liza is a festival film that would have been better off staying on the festival circuit",neg
"there are things to like about murder by numbers -- but , in the end , the disparate elements don't gel",neg
".tackling a low-budget movie in which inexperienced children play the two main characters might not be the best way to cut your teeth in the film industry",neg
"quite frankly , i can't see why any actor of talent would ever work in a mcculloch production again if they looked at how this movie turned out",neg
"my precious new star wars movie is a lumbering , wheezy drag.",neg
"the innocence of holiday cheer ain't what it used to be",neg
"too campy to work as straight drama and too violent and sordid to function as comedy , vulgar is , truly and thankfully , a one-of-a-kind work",neg
"horrid little propaganda film with fascinating connections not only to the serbs themselves but also to a network of american right-wing extremists",neg
